證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
1101,台泥,"11,365,000","482,729,950",42.65,42.70,42.20,42.65, 0.00,"4,893"
1101B,台泥乙特,"14,000","761,900",54.30,54.60,54.30,54.60,+0.10,7
1102,亞泥,"4,869,000","212,413,900",43.90,43.90,43.00,43.90, 0.00,"2,036"
1103,嘉泥,"616,000","9,834,000",16.05,16.05,15.80,16.05, 0.00,234
1104,環泥,"211,000","3,689,000",17.65,17.65,17.40,17.50,-0.05,96
1108,幸福,"508,000","4,517,900",8.91,8.98,8.83,8.97,+0.12,134
1109,信大,"94,000","1,634,650",17.50,17.50,17.30,17.40,+0.10,47
1110,東泥,"20,000","317,650",15.55,15.90,15.55,15.90,+0.55,12
1201,味全,"1,001,000","21,776,500",22.00,22.10,21.45,22.00,+0.05,536
1203,味王,"60,000","1,681,600",28.05,28.15,27.95,28.10,+0.05,31
1210,大成,"3,548,000","156,727,250",43.20,44.45,43.20,44.25,+1.05,"2,415"
1213,大飲,"1,000","6,030",6.03,6.03,6.03,6.03, 0.00,1
1215,卜蜂,"3,514,000","257,873,500",72.00,74.20,72.00,73.70,+2.20,"2,422"
1216,統一,"5,601,000","399,310,700",72.20,72.20,70.60,71.80,-0.10,"2,513"
1217,愛之味,"1,394,000","9,824,110",7.07,7.10,7.01,7.05,-0.02,465
1218,泰山,"1,901,000","44,796,650",24.00,24.00,23.30,23.90,+0.05,742
1219,福壽,"56,000","1,063,450",19.00,19.10,18.95,19.00,-0.05,35
1220,台榮,"717,000","7,757,350",10.70,11.00,10.65,10.80,+0.20,298
1225,福懋油,"127,000","4,670,650",36.90,36.90,36.60,36.80,+0.45,59
1227,佳格,"829,000","53,709,500",65.10,65.40,64.10,65.40,+0.40,573
1229,聯華,"1,609,000","67,084,800",41.55,41.95,41.35,41.85,+0.30,816
1231,聯華食,"111,000","4,596,750",41.50,41.65,41.05,41.50, 0.00,82
1232,大統益,"34,000","3,990,500",117.50,117.50,116.50,117.50, 0.00,20
1233,天仁,"30,000","1,073,800",35.90,36.10,35.50,35.70,+0.05,16
1234,黑松,"42,000","1,342,850",31.85,32.15,31.80,32.00,+0.25,34
1235,興泰,"7,000","181,350",25.80,26.20,25.80,25.85,+0.30,7
1236,宏亞,"37,000","439,850",11.80,11.95,11.80,11.90,+0.10,14
1256,鮮活果汁-KY,"34,000","6,959,500",203.50,207.00,201.00,207.00,+3.50,34
1301,台塑,"6,849,000","575,691,200",85.00,85.30,83.20,84.30,-0.70,"4,136"
1303,南亞,"4,448,000","273,865,800",62.90,62.90,60.80,62.10,-0.20,"2,718"
1304,台聚,"969,000","11,541,950",12.00,12.00,11.80,11.90, 0.00,464
1305,華夏,"2,922,000","55,768,050",19.20,19.35,18.95,19.00, 0.00,"1,226"
1307,三芳,"4,760,000","126,978,400",27.90,27.90,25.90,25.95,+0.40,"2,523"
1308,亞聚,"1,477,000","25,614,450",17.50,17.50,17.25,17.35,-0.05,605
1309,台達化,"21,596,000","277,969,650",12.45,13.30,12.45,12.75,+0.40,"6,727"
1310,台苯,"1,003,000","16,304,550",16.35,16.40,16.20,16.25, 0.00,374
1312,國喬,"6,048,000","86,670,250",14.55,14.55,14.15,14.35,-0.15,"2,129"
1312A,國喬特,0,0,0.00,0.00,0.00,0.00, 0.00,0
1313,聯成,"606,000","5,619,540",9.26,9.38,9.21,9.26,-0.01,191
1314,中石化,"10,036,000","83,438,990",8.39,8.39,8.23,8.31,+0.01,"2,233"
1315,達新,"1,182,000","65,952,500",56.10,56.40,55.20,56.20,+0.60,611
1316,上曜,"240,000","2,606,600",10.90,10.95,10.70,10.90,-0.05,103
1319,東陽,"953,000","35,660,800",37.70,37.80,36.95,37.40,-0.25,600
1321,大洋,"250,000","7,524,050",30.00,30.30,29.80,30.20,+0.35,116
1323,永裕,"79,000","2,615,550",33.05,33.20,33.00,33.20, 0.00,25
1324,地球,"150,000","1,456,690",9.67,9.76,9.58,9.71,+0.04,34
1325,恆大,"3,068,000","519,449,500",178.00,178.00,160.50,178.00, 0.00,"1,673"
1326,台化,"7,170,000","512,060,800",72.30,72.40,70.80,71.90,-0.30,"4,220"
1337,再生-KY,"3,436,000","18,419,250",5.09,5.52,5.04,5.27,+0.25,949
1338,廣華-KY,"206,000","10,620,000",51.90,52.20,51.00,52.00,+0.40,137
1339,昭輝,"571,000","24,484,300",42.00,43.95,41.25,43.80,+1.80,407
1340,勝悅-KY,"174,000","1,784,200",10.25,10.50,10.10,10.35,+0.10,88
1341,富林-KY,"32,000","1,954,000",61.00,61.50,61.00,61.50,+0.60,13
1402,遠東新,"9,459,000","252,753,200",27.10,27.15,26.45,26.90,+0.05,"3,661"
1409,新纖,"4,954,000","54,325,850",10.80,11.10,10.75,11.00,+0.20,"1,556"
1410,南染,"66,000","2,003,100",30.35,30.85,30.30,30.30,-0.05,11
1413,宏洲,"51,000","362,010",7.00,7.14,7.00,7.01,+0.01,23
1414,東和,"146,000","942,450",6.44,6.54,6.42,6.53,+0.10,50
1416,廣豐,"101,000","1,139,000",11.40,11.40,11.20,11.40,+0.10,41
1417,嘉裕,"723,000","5,841,340",7.91,8.25,7.76,8.25,+0.38,188
1418,東華,0,0,0.00,0.00,0.00,0.00, 0.00,0
1419,新紡,"30,000","1,208,050",39.50,40.85,39.45,40.85,+1.70,25
1423,利華,"142,000","1,539,650",10.90,10.90,10.80,10.90,+0.05,32
1432,大魯閣,"220,000","1,262,820",5.99,5.99,5.60,5.78,+0.09,82
1434,福懋,"1,638,000","55,271,950",33.80,34.10,33.25,34.05,+0.25,"1,128"
1435,中福,"38,000","310,280",8.22,8.22,8.13,8.20,+0.04,28
1436,華友聯,"26,000","964,650",37.15,37.20,37.00,37.20,+0.30,20
1437,勤益控,"74,000","1,506,500",20.50,20.50,20.25,20.40,-0.05,36
1438,裕豐,"7,000","85,350",12.25,12.25,12.10,12.15,+0.05,5
1439,中和,"916,000","32,721,050",35.40,36.20,35.15,36.10,+1.00,507
1440,南紡,"1,402,000","12,511,400",9.02,9.10,8.81,8.91,-0.08,453
1441,大東,"46,000","321,360",7.00,7.00,6.97,7.00,+0.02,23
1442,名軒,"295,000","5,253,450",17.70,18.05,17.65,18.05,+0.60,141
1443,立益,"31,000","278,410",8.91,9.13,8.91,9.13,+0.13,10
1444,力麗,"1,309,000","9,029,410",6.93,6.95,6.83,6.88,+0.06,368
1445,大宇,"56,000","456,590",8.08,8.30,8.08,8.30,+0.04,28
1446,宏和,"67,000","1,932,100",28.90,29.30,28.60,28.75, 0.00,59
1447,力鵬,"221,000","1,263,240",5.76,5.76,5.70,5.72,-0.03,88
1449,佳和,"697,000","10,640,250",15.00,15.50,15.00,15.30,+0.30,319
1451,年興,"85,000","1,244,400",14.65,14.70,14.60,14.65,-0.05,47
1452,宏益,"183,000","3,072,750",16.75,16.90,16.70,16.90,+0.15,78
1453,大將,"96,000","679,600",6.94,7.26,6.94,7.01,+0.18,61
1454,台富,"41,000","316,080",7.71,7.74,7.69,7.74,+0.04,23
1455,集盛,"311,000","2,224,480",7.19,7.30,7.11,7.12,-0.07,141
1456,怡華,"300,000","2,699,930",8.28,9.09,8.20,9.09,+0.82,88
1457,宜進,"457,000","5,417,150",12.00,12.00,11.75,11.85,-0.10,92
1459,聯發,"170,000","1,180,100",6.85,7.07,6.85,7.06,+0.21,53
1460,宏遠,"2,222,000","18,360,320",8.45,8.55,8.10,8.18,-0.24,816
1463,強盛,"123,000","1,408,200",11.35,11.55,11.30,11.50,+0.15,59
1464,得力,"2,362,000","50,315,000",20.90,21.90,20.50,21.90,+1.05,994
1465,偉全,"142,000","2,166,950",15.20,15.70,15.20,15.30,+0.10,75
1466,聚隆,"97,000","742,680",7.54,7.75,7.51,7.70,+0.16,40
1467,南緯,"6,248,000","69,610,450",11.00,11.40,10.60,11.40,+1.00,"2,342"
1468,昶和,"8,000","77,830",9.65,9.86,9.61,9.86,-0.05,8
1470,大統新創,0,0,0.00,0.00,0.00,0.00, 0.00,0
1471,首利,"16,000","33,250",2.04,2.09,2.04,2.09,-0.05,6
1472,三洋紡,"331,000","3,675,550",11.35,11.35,10.95,11.15,-0.20,162
1473,台南,"168,000","3,296,400",20.05,20.05,19.50,19.75,-0.05,112
1474,弘裕,"193,000","1,794,100",9.40,9.40,9.25,9.30,-0.01,110
1475,本盟,"3,000","42,550",13.35,14.60,13.35,14.60,+1.25,3
1476,儒鴻,"2,094,000","621,465,000",295.50,302.00,290.00,300.00,+5.50,"1,624"
1477,聚陽,"2,903,000","398,547,500",137.50,140.00,136.00,137.50,+2.50,"2,196"
1503,士電,"90,000","3,983,700",44.40,44.80,43.80,44.35,+0.20,54
1504,東元,"2,113,000","59,452,150",28.10,28.45,27.80,28.15, 0.00,"1,210"
1506,正道,"465,000","5,717,700",12.75,12.75,12.10,12.35,-0.30,196
1507,永大,"68,000","3,823,700",56.20,56.80,55.80,56.70,+0.60,57
1512,瑞利,"721,000","3,646,190",5.15,5.15,5.03,5.03,-0.55,128
1513,中興電,"2,038,000","56,484,100",27.75,28.00,27.45,27.70,+0.30,863
1514,亞力,"2,312,000","47,818,950",20.60,21.05,20.20,21.05,+0.45,834
1515,力山,"11,249,000","870,006,500",75.80,78.80,75.00,77.90,+3.70,"7,202"
1516,川飛,"89,000","1,186,200",13.55,13.75,13.00,13.65, 0.00,43
1517,利奇,"1,553,000","12,782,610",8.00,8.40,7.91,8.32,+0.42,473
1519,華城,"1,227,000","30,811,150",25.70,25.70,24.90,25.10,-0.40,691
1521,大億,"12,000","690,600",57.60,57.60,57.50,57.60, 0.00,11
1522,堤維西,"200,000","4,631,000",23.20,23.50,22.90,23.25,+0.10,119
1524,耿鼎,"36,000","315,150",8.72,8.80,8.70,8.78,+0.03,27
1525,江申,"116,000","5,332,550",47.00,47.10,45.40,46.30,-0.30,107
1526,日馳,"2,831,000","88,217,650",30.45,31.45,30.15,31.45,+2.85,"1,435"
1527,鑽全,"376,000","14,938,650",39.95,39.95,39.45,39.70,-0.25,238
1528,恩德,"87,000","647,190",7.43,7.49,7.36,7.43, 0.00,34
1529,樂士,"77,000","1,087,900",13.80,14.45,13.55,14.20, 0.00,34
1530,亞崴,"114,000","3,632,600",32.00,32.20,31.60,31.60, 0.00,40
1531,高林股,"98,000","1,232,350",12.95,12.95,12.40,12.60,-0.15,57
1532,勤美,"488,000","13,481,500",28.00,28.20,26.55,27.95,+0.10,187
1533,車王電,"19,000","507,400",26.90,26.90,26.55,26.80,-0.20,19
1535,中宇,"7,000","225,800",32.10,32.35,32.10,32.35,+0.30,6
1536,和大,"1,189,000","112,626,700",95.40,95.40,94.00,95.00,-0.60,935
1537,廣隆,"76,000","10,826,500",142.00,143.50,141.50,143.00,+1.50,65
1538,正峰新,"30,000","76,760",2.57,2.57,2.39,2.39,-0.18,9
1539,巨庭,"63,000","1,070,200",17.20,17.20,16.70,17.00,-0.15,47
1540,喬福,"79,000","1,263,900",16.00,16.05,15.95,16.00,+0.05,37
1541,錩泰,"176,000","7,033,000",39.75,40.35,39.50,40.25,+0.60,97
1558,伸興,"42,000","5,512,500",131.50,132.50,130.00,132.50,+2.00,38
1560,中砂,"148,000","8,892,200",60.40,60.70,59.50,60.60,+0.20,108
1568,倉佑,"78,000","1,196,100",15.15,15.50,15.15,15.50,+0.20,50
1582,信錦,"295,000","23,955,900",82.30,82.30,80.30,81.50,+0.40,206
1583,程泰,"1,000","60,100",60.10,60.10,60.10,60.10,+0.80,1
1587,吉茂,"2,000","25,850",12.75,13.10,12.75,13.10,+0.05,2
1589,永冠-KY,"209,000","12,573,100",59.80,60.90,59.50,60.20,+0.90,153
1590,亞德客-KY,"785,000","427,369,000",547.00,557.00,532.00,556.00,+13.00,665
1592,英瑞-KY,"569,000","6,113,200",10.65,10.95,10.50,10.75,+0.10,279
1598,岱宇,"3,886,000","184,965,850",48.00,48.45,46.80,47.60,+0.50,"2,192"
1603,華電,"60,000","1,586,350",26.20,26.60,26.20,26.35,+0.45,23
1604,聲寶,"389,000","7,604,650",19.50,19.65,19.45,19.60,+0.05,114
1605,華新,"2,686,000","33,530,100",12.55,12.55,12.40,12.50, 0.00,651
1608,華榮,"304,000","2,792,040",9.15,9.29,9.08,9.20,+0.05,157
1609,大亞,"4,893,000","51,962,650",10.40,10.80,10.30,10.70,+0.40,"1,488"
1611,中電,"814,000","10,581,950",13.20,13.20,12.95,13.00,-0.10,351
1612,宏泰,"174,000","1,731,180",10.00,10.00,9.93,10.00,+0.02,54
1614,三洋電,"45,000","1,396,200",31.20,31.30,30.90,31.10,-0.20,30
1615,大山,"118,000","2,616,800",22.30,22.30,21.90,22.25,+0.35,70
1616,億泰,"31,000","125,830",4.02,4.10,4.02,4.06,-0.04,22
1617,榮星,"10,000","110,650",11.05,11.10,11.05,11.10, 0.00,9
1618,合機,"86,000","668,550",7.80,7.80,7.75,7.79,+0.09,26
1626,艾美特-KY,"145,000","3,734,650",25.70,26.70,25.00,26.00,+0.25,114
1701,中化,"12,584,000","287,481,450",22.35,23.30,22.05,23.05,+1.20,"5,777"
1702,南僑,"137,000","6,043,250",44.00,44.50,43.80,44.50,+0.50,98
1707,葡萄王,"224,000","42,876,000",192.00,192.50,190.50,192.00,+1.00,196
1708,東鹼,"297,000","7,088,300",24.05,24.05,23.80,23.85,-0.10,111
1709,和益,"672,000","8,850,500",13.25,13.30,13.05,13.15, 0.00,240
1710,東聯,"939,000","15,795,900",17.00,17.15,16.70,16.90,-0.05,335
1711,永光,"607,000","8,806,950",14.60,14.65,14.40,14.55,+0.10,278
1712,興農,"952,000","17,218,700",18.10,18.20,18.00,18.20,+0.05,305
1713,國化,"22,000","394,300",18.00,18.00,17.85,17.90, 0.00,15
1714,和桐,"1,714,000","12,309,650",7.23,7.28,7.10,7.22,+0.02,457
1717,長興,"5,849,000","180,925,800",30.45,31.30,30.10,31.20,+1.00,"2,596"
1718,中纖,"2,302,000","14,377,240",6.29,6.35,6.20,6.26,-0.06,601
1720,生達,"2,192,000","89,471,900",41.00,41.35,40.25,40.70,+0.30,"1,305"
1721,三晃,"241,000","2,364,740",9.80,9.91,9.70,9.85,+0.05,106
1722,台肥,"1,747,000","85,439,550",49.20,49.20,48.55,49.00,+0.10,"1,009"
1723,中碳,"240,000","24,249,500",101.50,102.00,100.00,101.50, 0.00,181
1724,台硝,"6,000","72,750",12.10,12.20,12.10,12.20,+0.10,5
1725,元禎,"10,000","140,500",14.10,14.10,13.85,14.10,-0.05,8
1726,永記,"1,000","69,100",69.10,69.10,69.10,69.10,+1.00,1
1727,中華化,"24,000","217,040",9.01,9.13,9.00,9.11,+0.08,15
1730,花仙子,"128,000","9,058,700",71.50,71.50,70.40,70.80,-0.20,101
1731,美吾華,"5,181,000","75,224,950",13.75,14.85,13.65,14.70,+0.95,"2,082"
1732,毛寶,"3,132,000","106,396,600",35.05,35.05,33.00,33.75,-1.30,"1,930"
1733,五鼎,"952,000","23,903,950",25.25,25.50,24.50,25.45,+0.95,571
1734,杏輝,"3,802,000","83,269,950",20.85,22.70,20.65,22.70,+2.05,"1,801"
1735,日勝化,0,0,0.00,0.00,0.00,0.00, 0.00,0
1736,喬山,"5,999,000","405,727,500",67.10,68.60,66.40,68.00,+2.40,"3,647"
1737,臺鹽,"201,000","6,230,700",30.90,31.15,30.85,31.10,+0.25,95
1760,寶齡富錦,"35,097,000","6,031,653,000",169.00,176.00,167.00,174.00,+9.00,"23,994"
1762,中化生,"11,378,000","744,623,400",65.30,66.80,64.50,64.70,-0.60,"7,173"
1773,勝一,"190,000","18,137,400",95.50,96.90,94.60,96.80,+0.80,154
1776,展宇,"42,000","706,700",16.50,17.00,16.50,17.00,+0.60,21
1783,和康生,"2,959,000","84,555,850",27.10,29.25,27.10,28.60,+1.75,"1,765"
1786,科妍,"288,000","18,395,500",63.10,64.40,62.20,64.30,+1.50,232
1789,神隆,"8,981,000","290,873,200",31.90,33.00,31.30,32.90,+1.60,"4,615"
1795,美時,"2,643,000","208,866,300",77.90,80.40,77.20,78.80,+1.00,"1,982"
1802,台玻,"468,000","4,039,120",8.70,8.71,8.56,8.69,+0.04,142
1805,寶徠,"79,000","615,730",8.13,8.29,7.70,8.10,+0.04,50
1806,冠軍,"96,000","465,660",4.88,4.91,4.81,4.91,+0.03,50
1808,潤隆,"160,000","9,450,200",58.70,59.80,58.30,59.50,+0.80,131
1809,中釉,"459,000","4,087,440",8.85,9.01,8.85,8.95,-0.08,143
1810,和成,"232,000","1,669,870",7.21,7.25,7.15,7.25,+0.01,47
1817,凱撒衛,"58,000","1,733,350",29.80,30.20,29.75,30.20,+0.10,35
1902,台紙,"1,921,000","39,668,950",20.65,20.70,20.65,20.65, 0.00,136
1903,士紙,"1,355,000","61,900,450",42.30,46.65,42.20,46.55,+4.10,553
1904,正隆,"7,439,000","175,356,200",24.25,24.25,23.35,23.45,-0.60,"3,307"
1905,華紙,"839,000","6,530,230",7.82,7.90,7.73,7.81,+0.02,225
1906,寶隆,"172,000","2,020,250",11.75,11.85,11.65,11.80,+0.05,75
1907,永豐餘,"3,253,000","42,238,800",13.15,13.20,12.90,13.00,-0.15,943
1909,榮成,"3,668,000","44,520,250",12.25,12.30,12.00,12.25,+0.05,"1,043"
2002,中鋼,"9,524,000","186,756,000",19.70,19.75,19.50,19.65,+0.05,"3,173"
2002A,中鋼特,"16,000","854,600",53.10,53.50,53.10,53.50,+0.10,13
2006,東和鋼鐵,"1,297,000","30,886,300",23.80,23.90,23.60,23.90,+0.05,458
2007,燁興,"30,000","114,880",3.80,3.86,3.80,3.85,+0.05,17
2008,高興昌,"15,000","184,900",12.40,12.40,12.30,12.35,+0.05,7
2009,第一銅,"118,000","846,640",7.22,7.22,7.13,7.16,-0.06,47
2010,春源,"193,000","1,795,190",9.32,9.37,9.24,9.37,+0.07,65
2012,春雨,"28,000","488,550",17.50,17.50,17.40,17.40,-0.05,17
2013,中鋼構,"210,000","5,036,200",24.20,24.20,23.80,24.10,-0.10,141
2014,中鴻,"889,000","6,435,260",7.34,7.35,7.16,7.25,-0.05,313
2015,豐興,"153,000","7,983,800",52.10,52.40,51.80,52.40,+0.30,98
2017,官田鋼,"177,000","1,175,670",6.57,6.69,6.57,6.68,+0.12,68
2020,美亞,"435,000","7,678,100",17.75,17.80,17.50,17.65,-0.05,213
2022,聚亨,"305,000","1,248,410",4.11,4.13,4.06,4.10,-0.04,70
2023,燁輝,"608,000","5,067,790",8.39,8.41,8.20,8.34,+0.02,178
2024,志聯,"38,000","467,950",12.30,12.35,12.30,12.35,+0.05,11
2025,千興,"301,000","469,970",1.53,1.57,1.53,1.57,-0.13,26
2027,大成鋼,"3,445,000","92,579,400",27.15,27.15,26.45,27.00, 0.00,"1,870"
2028,威致,"48,000","455,210",9.38,9.50,9.38,9.50, 0.00,20
2029,盛餘,"51,000","821,400",16.35,16.35,16.00,16.20,+0.20,29
2030,彰源,"168,000","1,703,250",10.15,10.20,10.10,10.20,+0.10,62
2031,新光鋼,"456,000","10,914,000",23.70,24.20,23.65,24.20,+0.25,228
2032,新鋼,"12,000","99,470",8.30,8.35,8.20,8.24,-0.03,8
2033,佳大,"30,000","273,430",9.05,9.39,9.04,9.05,-0.16,25
2034,允強,"219,000","5,193,400",23.85,23.85,23.60,23.80,+0.10,120
2038,海光,"1,344,000","9,426,690",6.94,7.10,6.86,6.96,+0.10,467
2049,上銀,"1,744,000","502,695,500",286.00,291.50,282.00,291.50,+7.50,"1,464"
2059,川湖,"266,000","85,940,000",323.50,325.00,321.50,323.50,+3.50,241
2062,橋椿,"935,000","18,996,500",18.70,20.55,18.70,20.55,+1.85,403
2069,運錩,"59,000","873,200",14.90,14.90,14.60,14.75,-0.25,35
2101,南港,"2,865,000","114,029,450",39.35,40.65,38.45,40.65,+1.30,"1,382"
2102,泰豐,"2,191,000","33,972,900",15.45,15.75,15.20,15.40,+0.10,644
2103,台橡,"1,321,000","21,579,850",16.45,16.55,16.20,16.50,+0.15,521
2104,國際中橡,"3,321,000","65,911,550",19.95,20.05,19.65,20.05,+0.15,"1,462"
2105,正新,"2,164,000","69,962,300",32.65,32.80,31.90,32.50,-0.05,"1,047"
2106,建大,"1,678,000","50,304,550",30.50,30.50,29.70,29.70,-0.60,725
2107,厚生,"677,000","12,063,850",17.95,18.00,17.70,17.95,-0.05,213
2108,南帝,"3,713,000","132,604,550",35.15,36.55,34.80,36.35,+1.35,"2,341"
2109,華豐,"344,000","4,506,200",13.40,13.40,13.00,13.10,-0.15,121
2114,鑫永銓,"30,000","2,404,900",80.00,80.50,79.80,80.10,+0.10,25
2115,六暉-KY,"23,000","911,850",40.70,40.70,39.50,39.70,-0.15,16
2201,裕隆,"8,163,000","164,257,600",20.20,20.50,19.95,20.25,+0.20,"2,677"
2204,中華,"1,224,000","43,664,300",35.70,36.40,35.15,36.10,+0.30,579
2206,三陽工業,"1,471,000","30,052,900",20.40,20.60,20.10,20.60,+0.60,621
2207,和泰車,"357,000","183,814,000",517.00,521.00,506.00,519.00,+7.00,317
2208,台船,"559,000","13,296,700",23.80,24.00,23.55,24.00,+0.20,295
2227,裕日車,"71,000","18,436,000",258.50,261.00,258.50,261.00,+2.50,53
2228,劍麟,"416,000","35,321,900",85.80,86.50,83.30,86.50,+0.90,358
2231,為升,"1,146,000","172,177,500",152.50,154.00,147.50,150.50,-1.50,850
2233,宇隆,"551,000","33,731,300",60.30,62.40,59.10,62.20,+2.10,338
2236,百達-KY,"288,000","5,145,900",18.70,18.85,17.15,17.90,+0.45,189
2239,英利-KY,"35,000","2,024,200",58.20,58.30,57.20,58.00,-0.20,33
2243,宏旭-KY,"16,000","158,580",9.90,10.05,9.83,10.05,+0.22,9
2301,光寶科,"3,556,000","166,118,600",46.80,47.25,46.20,47.25,+0.50,"2,078"
2302,麗正,"72,000","506,400",7.04,7.06,6.98,6.98,-0.04,31
2303,聯電,"19,060,000","285,840,750",15.10,15.10,14.85,15.10, 0.00,"4,240"
2305,全友,"134,000","697,960",5.23,5.28,5.19,5.21,-0.01,38
2308,台達電,"3,065,000","424,883,000",138.00,139.50,137.00,139.50,+1.50,"1,417"
2312,金寶,"5,472,000","64,098,150",11.85,11.90,11.65,11.65,-0.15,"1,584"
2313,華通,"26,036,000","1,023,934,750",39.65,40.35,38.30,40.15,+0.55,"11,012"
2314,台揚,"1,383,000","28,925,800",21.15,21.40,20.50,20.90,-0.50,731
2316,楠梓電,"3,266,000","97,302,350",29.90,30.30,29.25,29.75,+0.05,"1,157"
2317,鴻海,"26,870,000","1,966,758,600",73.50,73.60,72.60,73.60, 0.00,"13,024"
2321,東訊,"28,000","39,730",1.42,1.43,1.40,1.40, 0.00,10
2323,中環,"7,741,000","56,327,140",7.45,7.46,7.21,7.25,-0.12,"2,046"
2324,仁寶,"6,302,000","116,285,200",18.55,18.60,18.35,18.45,+0.05,"1,601"
2327,國巨,"23,584,000","8,629,256,000",371.50,377.00,356.00,376.00,+4.50,"17,400"
2328,廣宇,"851,000","15,247,050",18.00,18.15,17.70,18.10,+0.15,420
2329,華泰,"1,513,000","17,370,100",11.65,11.65,11.35,11.45,-0.10,443
2330,台積電,"26,688,000","7,754,681,500",290.50,293.00,288.50,292.00, 0.00,"13,013"
2331,精英,"550,000","6,333,450",11.65,11.65,11.40,11.50, 0.00,218
2332,友訊,"3,989,000","49,409,750",12.30,12.55,12.10,12.55,+0.30,"1,187"
2337,旺宏,"41,582,000","1,381,187,500",33.95,34.00,32.70,33.20,-0.50,"16,108"
2338,光罩,"2,800,000","73,801,000",26.85,27.00,26.05,26.25,-0.30,"1,572"
2340,光磊,"9,323,000","202,804,100",21.25,22.25,20.85,22.10,+1.10,"3,531"
2342,茂矽,"24,834,000","762,667,900",29.20,31.80,29.05,31.50,+2.55,"11,410"
2344,華邦電,"20,978,000","263,726,600",12.80,12.85,12.40,12.60,-0.15,"5,876"
2345,智邦,"10,790,000","2,434,965,500",219.00,230.00,217.50,229.00,+11.50,"6,568"
2347,聯強,"3,948,000","174,888,000",44.95,44.95,43.70,44.45,-0.25,"2,496"
2348,海悅,"1,039,000","64,484,500",61.00,63.50,60.60,63.50,+3.00,514
2349,錸德,"8,483,000","47,571,130",5.77,5.81,5.50,5.57,-0.13,"2,078"
2351,順德,"436,000","19,127,750",43.55,44.60,43.15,44.25,+0.60,296
2352,佳世達,"2,410,000","39,779,650",16.50,16.70,16.30,16.65,+0.15,829
2353,宏碁,"5,990,000","95,979,350",16.15,16.20,15.90,16.05,-0.05,"1,827"
2354,鴻準,"1,789,000","94,832,700",53.90,54.00,52.40,53.20,-0.40,"1,193"
2355,敬鵬,"794,000","19,167,100",24.30,24.40,23.60,24.40,+0.25,419
2356,英業達,"4,863,000","116,316,950",23.75,24.10,23.60,24.10,+0.40,"1,792"
2357,華碩,"1,176,000","241,154,000",205.00,206.00,203.00,206.00,+1.50,787
2358,廷鑫,"138,000","1,852,500",13.55,13.60,13.30,13.60,+0.05,65
2359,所羅門,"188,000","3,385,400",18.20,18.20,17.85,18.10,+0.05,111
2360,致茂,"450,000","59,513,000",132.50,134.00,130.50,133.50,+3.00,366
2362,藍天,"215,000","6,235,450",29.30,29.30,28.80,29.05,-0.10,138
2363,矽統,"28,040,000","387,778,350",14.00,14.25,13.50,13.55,-0.35,"9,106"
2364,倫飛,"60,000","120,200",2.00,2.02,2.00,2.00,-0.05,9
2365,昆盈,"730,000","6,016,740",8.20,8.40,8.10,8.35,+0.21,273
2367,燿華,"21,777,000","499,189,850",22.60,23.40,22.05,23.25,+1.05,"9,313"
2368,金像電,"48,334,000","1,578,432,600",33.60,33.75,31.85,33.15,-0.20,"17,071"
2369,菱生,"1,574,000","14,638,590",9.40,9.41,9.21,9.31,-0.06,489
2371,大同,"4,370,000","87,515,100",20.40,20.45,19.80,20.10,-0.30,"1,411"
2373,震旦行,"10,000","880,300",88.30,88.30,87.60,88.20,+0.30,10
2374,佳能,"1,319,000","15,561,600",11.65,12.00,11.40,11.85,+0.20,270
2375,凱美,"2,215,000","79,546,450",36.50,36.65,35.20,36.50,+0.25,"1,412"
2376,技嘉,"8,645,000","540,549,300",62.60,63.30,61.40,63.10,+1.70,"4,971"
2377,微星,"6,618,000","673,364,900",104.00,104.00,99.60,103.50,+1.00,"2,860"
2379,瑞昱,"5,235,000","1,281,148,000",246.50,248.00,239.50,247.00,+0.50,"3,664"
2380,虹光,"63,000","219,520",3.52,3.52,3.47,3.50,+0.02,27
2382,廣達,"5,741,000","395,446,600",69.50,69.70,67.60,69.00,+0.30,"3,454"
2383,台光電,"8,598,000","1,267,929,000",145.00,150.00,142.50,148.00,+5.00,"5,404"
2385,群光,"817,000","65,172,300",80.40,80.60,79.00,80.30,+0.80,588
2387,精元,"4,393,000","141,309,600",31.80,32.80,30.95,32.80,+1.60,"2,545"
2388,威盛,"814,000","23,506,400",29.10,29.40,28.20,29.30,-0.20,566
2390,云辰,"7,758,000","86,048,550",11.15,11.25,10.60,11.25,+1.00,"2,292"
2392,正崴,"2,152,000","76,842,200",36.05,36.15,35.40,35.80,-0.25,"1,155"
2393,億光,"1,220,000","37,967,650",31.35,31.55,30.50,31.50,+0.30,641
2395,研華,"325,000","90,546,500",279.50,283.00,272.50,283.00,+6.00,282
2397,友通,"38,000","2,848,200",75.50,75.50,74.50,75.40,+0.40,30
2399,映泰,"466,000","4,423,910",9.70,9.70,9.41,9.46,-0.22,247
2401,凌陽,"1,944,000","20,591,750",10.75,10.80,10.50,10.55,-0.15,751
2402,毅嘉,"339,000","4,291,600",12.75,12.75,12.55,12.70,-0.05,152
2404,漢唐,"6,737,000","1,377,787,500",199.00,209.00,195.50,209.00,+12.00,"4,636"
