證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
9908,大台北,"90,000","2,693,650",29.90,30.05,29.85,30.05,+0.20,56
9910,豐泰,"2,067,000","374,812,000",185.50,187.50,179.00,182.00,-3.00,"1,572"
9911,櫻花,"88,000","4,072,850",46.15,46.65,45.80,46.55,+0.40,64
9912,偉聯,"43,000","281,920",6.58,6.60,6.36,6.53, 0.00,19
9914,美利達,"1,604,000","269,962,000",170.50,171.00,166.00,169.50,+3.50,"1,288"
9917,中保科,"421,000","36,210,300",86.00,87.20,85.80,86.00, 0.00,223
9918,欣天然,"3,000","102,750",34.25,34.25,34.25,34.25,+0.20,1
9919,康那香,"11,211,000","489,920,700",43.70,43.70,43.70,43.70,+3.95,"3,529"
9921,巨大,"1,491,000","352,579,500",240.00,241.50,230.50,238.50,+2.50,"1,282"
9924,福興,"129,000","5,178,350",40.30,40.30,40.05,40.20,-0.10,82
9925,新保,"108,000","3,901,000",36.05,36.25,36.05,36.10,+0.05,62
9926,新海,0,0,0.00,0.00,0.00,0.00, 0.00,0
9927,泰銘,"61,000","1,808,950",29.85,29.85,29.50,29.70,-0.15,48
9928,中視,"4,000","13,040",3.25,3.27,3.25,3.27,-0.18,4
9929,秋雨,"22,000","254,700",11.75,11.75,11.50,11.70,+0.15,12
9930,中聯資源,"44,000","1,909,350",43.45,43.50,43.20,43.45,-0.05,40
9931,欣高,"4,000","161,250",40.00,40.45,40.00,40.40,-0.10,4
9933,中鼎,"2,088,000","71,094,200",34.00,34.20,33.85,34.15,-0.05,"1,118"
9934,成霖,"661,000","8,009,150",12.30,12.35,12.05,12.15,-0.15,263
9935,慶豐富,"971,000","26,908,600",27.25,28.55,26.60,28.40,+1.40,549
9937,全國,"8,000","350,000",43.75,43.95,43.65,43.90,+0.50,8
9938,百和,"1,380,000","90,761,600",66.70,66.90,64.60,66.60,+0.60,917
9939,宏全,"613,000","33,248,000",54.40,54.60,53.70,54.50,+0.30,335
9940,信義,"458,000","11,852,050",25.45,26.15,25.40,26.15,+0.80,269
9941,裕融,"288,000","28,743,200",99.70,100.50,98.50,100.50,+1.00,216
9941A,裕融甲特,"12,000","633,900",52.80,53.00,52.70,53.00,+0.20,6
9942,茂順,"100,000","6,331,600",64.00,64.00,63.10,63.40,-0.20,85
9943,好樂迪,"642,000","42,419,800",65.00,66.80,64.80,66.70,+2.20,436
9944,新麗,"12,885,000","322,220,350",26.00,26.50,23.75,24.40,-1.25,"5,576"
9945,潤泰新,"2,102,000","94,705,400",45.00,45.35,44.70,45.30,+0.30,"1,170"
9946,三發地產,"268,000","4,116,550",15.80,15.80,15.25,15.65, 0.00,84
9955,佳龍,"251,000","4,053,550",16.25,16.30,16.00,16.15,+0.05,128
9958,世紀鋼,"3,247,000","276,273,500",84.80,86.50,83.10,86.50,+2.20,"2,251"
